,trend,seasonality,senoidal_cycle,residual
0,1363.38821231,-788.4131662815996,-21.55088016602142,788.4131662815998
1,1002.03303567,-583.0659204736828,-20.067915232226756,583.0659204736834
2,640.6778590299994,-523.6058830952712,-18.475409436976182,1082.361182605273
3,1024.3297484033337,-151.02540885313581,-16.80314141809081,192.68264650980277
4,984.009459174999,172.1637838107965,-15.082381305841203,-60.39266507579559
5,1003.9459985749991,170.12395286587457,-13.34530599547786,-32.36484038087432
6,1048.6592750573327,6.2224943580102,-11.624397463951553,104.480862264656
7,1084.4720773557137,383.80780985152563,-9.951835381839503,-311.4702625472405
8,1105.055666302857,558.0056300196766,-8.358895378169233,-637.4269491525345
9,1060.2002464808334,532.7910332257443,-6.875364210126506,-521.5818846165781
10,1049.832095552667,412.1539339403016,-5.528982773525415,-626.3384027329686
11,957.7064319076362,-189.15825936823987,-4.344927369318274,-44.585860789395646
12,877.2437072139696,-788.4131662815996,-3.345338926063814,788.0004670876315
13,894.3917382958894,-99.62905531107859,-2.548908981532607,-113.50214729480922
14,891.1836060309572,17.199873462202675,-1.9705301652766245,-403.40170533315904
15,878.9522802086935,190.88281218630425,-1.621017717870851,-486.314231324998
16,904.7421504183335,292.1588588755491,-1.5069072542036483,-637.3144461738838
17,860.0593158525002,-9.517153251182648,-1.6303325524874825,8.143701248680701
18,836.4743785850001,-523.534612735063,-1.988985654241766,616.5099652700615
19,817.314970205,-260.7746770319466,-2.576160021347505,287.4540481769461
20,791.2470299291667,-163.0687120569553,-3.380875943170066,-2.3743734822109563
21,757.9278296975,76.91340517315756,-4.38808584873275,97.3345329593438
22,746.3250274258334,252.16050052063156,-5.578955684761162,252.54262476353685
23,780.940071255,50.36321545450309,-6.931217098044353,310.52946862049833
24,815.7626082200001,-391.0953359617947,-8.41958383657267,600.4593406117954
25,828.1205752908335,-99.62905531107857,-10.01622458307003,341.4344282302448
26,860.5093596675001,17.199873462202675,-11.691283379296253,194.37158726029622
27,907.76761352,190.88281218630425,-13.413437909583385,106.51608811369411
28,959.5714179158335,292.1588588755491,-15.150485204132355,-435.2597526513844
29,980.9784146675003,-9.517153251182648,-16.869943809866687,-65.75278369631874
30,984.8969658233336,-470.55890202575574,-18.539661168710204,431.9447382924222
31,986.2997217375004,-196.3164283435994,-20.128414845780146,325.99529524610034
32,1008.9650756783336,-90.9612778492921,-21.606496364989713,495.3708340509606
33,1074.5959663025003,122.50116797841625,-22.94626673478114,76.62996243908559
34,1103.0585770433338,268.15984386259856,-24.122673276084523,-573.0146456059313
35,1065.3232122591671,26.411067972228796,-25.1137180882151,-309.11489854139637
36,1035.3887644558338,-391.0953359617947,-25.9008693927562,97.5274316759592
37,1011.7799517308337,-99.62905531107856,-26.469408063612157,-303.28710183975744
38,973.3581055950003,17.199873462202675,-26.808702863385193,59.833257432794895
39,971.5506402700004,190.88281218630425,-26.912409239366507,-187.31124419630567
40,952.3802814733336,292.1588588755491,-26.77858796180932,-229.14060546888226
41,968.9576157016669,-9.517153251182648,-26.409741386038803,3.463059689517409
42,973.7238694033337,-447.8550260074812,-25.812766660325423,501.89462428415015
