,trend,seasonality,senoidal_cycle,residual
0,20853.35685446,1495.5063128044922,137.99355100881075,-1495.5063128044924
1,21679.31220207,1959.5152231434251,136.08274139904825,-1959.515223143426
2,22505.26754967998,2137.5757148156636,134.18498338347126,-763.0701062656427
3,25163.897042023335,760.8755836350135,132.30027724303363,-1447.7002231683477
4,25990.280554374993,-1088.5307572181378,130.42862325673923,-2197.170684606855
5,24668.880160939992,-1462.024355592722,128.57002170165651,-2581.2275695272697
6,22623.399349186657,-1463.1132456846233,126.7244728529331,-215.31934311203105
7,21736.70806651713,-1168.2718520375652,124.8919769837521,2014.673287880436
8,22052.48977513893,-1197.0889071515753,123.07253436541941,1079.7106733626504
9,21963.436114919998,-606.1209598217843,121.26614526726189,2414.9417666017907
10,22642.253665733344,-206.56632802394464,119.47280995670008,645.0194807706022
11,22855.643357021458,838.2435711317582,117.69252869920456,-721.4136892532159
12,22968.468520940605,1495.5063128044922,115.92530175831052,-1020.862764225101
13,23127.071975161234,395.62168555293,114.17112939566141,3156.77794608583
14,23860.516768669382,470.2434038320441,112.43001187090704,526.3978378485712
15,23858.44938283118,77.37731190661464,110.70194944183459,2035.5674632922105
16,23789.84993790487,-647.5485426210412,108.98694236422307,1297.502811316174
17,23385.367090988457,-311.8903922304819,107.28499089198885,777.915620332029
18,23473.583491491536,509.29979330812034,105.59609527704015,854.8718896003484
19,23797.59325599769,916.9195314164284,103.92025576943706,1536.216029415882
20,24205.728798800767,1026.020840826584,102.25747261723154,2271.746901652648
21,24584.22010948692,305.21006914941427,100.60774606659834,3351.1093680936624
22,25069.25303297769,-794.5426141534067,98.97107636174769,2988.214025245712
23,25337.765919313842,-695.2683800178953,97.34746374496899,1486.0160625140486
24,25572.21259495461,16.196533559934437,95.73690845661622,-1292.993886964546
25,25673.977364389226,395.62168555293,94.13941073510796,-822.103490012155
26,25812.776094420762,470.2434038320441,92.55497081691283,1659.9832163571957
27,25909.970795021534,77.37731190661464,90.9835889366368,1209.0715038318551
28,26089.913995053073,-647.5485426210412,89.4252653268486,1312.1655283479724
29,26150.155289110768,-311.89039223048195,87.88000021825428,658.9322833297186
30,26308.416287080767,312.05848940884596,86.3477938396245,-1587.4728010696133
31,26399.309337567687,708.400393071029,84.82864641777996,-1402.603761928722
32,26466.028629437686,803.709866028768,83.32255817757687,-420.6446610764581
33,26512.056707711534,214.07696625229443,81.8295293419942,-1506.8908383538344
34,26336.344884198454,-735.7449855404604,80.34956013206101,-35.165649897995316
35,26130.567553585377,-541.91718490293,78.88265076685639,1952.9330179675544
36,26152.00285686076,16.196533559934437,77.42880146353855,3389.2842785593125
37,26415.76978510461,395.62168555293005,75.98801243731577,2736.8857016324687
38,26819.836087469226,470.2434038320441,74.56028390151914,3133.3740835787394
39,27217.986704003844,77.37731190661464,73.14561606745701,2603.6977614995444
40,27368.452785757687,-647.5485426210412,71.7440091445751,339.39067585335084
41,27357.981655621534,-311.89039223048195,70.35546334036917,-993.8407221110631
42,27303.960083352304,227.52650202344267,68.97997886037047,-2400.1623519357618
43,27198.89293360076,619.035048065858,67.61755590821849,-516.3872965666296
44,27373.395911268457,708.4337339725613,66.2681946856028,-3244.909728921025
45,27306.61236877692,175.01992215352877,64.93189539226296,-1651.4126220204496
46,27228.237432970767,-710.5460018491979,63.608658226032276,-234.25902732156175
47,27310.098168985387,-476.19524413937336,62.29848338277952,2154.8479214940016
48,27573.43021495308,16.196533559934437,61.00137105649628,2227.325737656999
49,27748.45860722385,395.62168555293,59.71732143916597,792.1306592132286
50,27700.668398224614,470.2434038320441,58.44633472089481,2274.839676073341
51,27769.70488328923,77.37731190661464,57.18841108980996,1500.9088183541455
52,27686.976993956152,-647.5485426210412,55.943550732161384,1372.3101503848745
53,27572.567518903077,-311.8903922304819,54.71175383221998,2228.807386787391
54,27759.42825693923,180.56428680932973,53.49302057232126,1796.6139880714338
55,28042.84025621154,569.3876341740961,52.28735113290895,2093.8299048043664
56,28471.665914807698,655.5025494968908,51.09474569246231,574.74742422542
57,28656.31016122539,153.32156432088118,49.915204427496064,382.8307740137432
58,28991.351898397694,-696.546566465163,48.7487275126623,2312.291021467486
59,29358.803951050773,-439.6830548262863,47.59531512063404,845.6572082255211
60,29626.599774177692,16.196533559934437,46.45496742214891,1737.3795251323743
61,29810.55554237231,395.62168555293,45.32768458602368,2328.869334144753
62,30019.639702056927,470.2434038320442,44.21346677913971,1645.9828694910127
63,30265.76701154847,77.37731190661464,43.11231416644296,-367.37543495509834
64,30229.61450465385,-647.5485426210412,42.02422691094398,-3558.310586162818
65,29973.90407098616,-311.89039223048184,40.94920517371793,-2826.4137624456794
66,29852.662633646923,150.67924076398515,39.887249113904545,-2157.7018479909034
67,29726.213057720768,537.7938253338841,38.83835888870817,-1531.52007707464
