0,388.48
1,388.48
2,388.47999999999985
3,388.48000000000013
4,388.47999999999973
5,387.48799999999983
6,377.4013333333331
7,296.57571428571407
8,203.7635714285714
9,184.41555555555544
10,167.43599999999998
11,153.70181818181834
12,133.34873484848487
13,127.90931250000006
14,137.56313782051276
15,154.50077499999998
16,171.39000000000001
17,145.44750000000002
18,119.49666666666667
19,106.44250000000001
20,103.98333333333335
21,97.48166666666668
22,96.47250000000003
23,93.4041666666667
24,93.91333333333337
25,101.06166666666671
26,109.2291666666667
27,124.10500000000003
28,150.94250000000002
29,178.90583333333336
30,184.1875
31,200.63583333333335
32,233.16666666666666
33,264.2341666666667
34,292.035
35,313.62833333333333
36,323.035
37,327.92083333333335
38,332.9508333333334
39,333.20000000000005
40,311.3866666666667
41,304.21750000000003
42,333.23166666666674
43,351.92916666666673
44,351.86500000000007
45,347.7750000000001
46,325.94250000000005
47,300.8383333333334
