,rmse,std,a(mean),b(mean)
1,104.30940106463107,65.9135087481302,0.5838520660730372,0.283921623808545
2,80.71227108218189,64.6225898057317,-88.82590411737564,42.34711113071853
3,101.11895111077787,39.971097806105554,9.279122241734006,-1.1801553939567533
4,73.86057005466101,50.367644568598465,-9.215435386457887,4.224459456800068
5,67.89483075512643,49.81556383670324,-1.2575748054479465,2.9849473338893615
6,76.925750337986,47.02941576541418,-66.07672772717774,15.977150581346557
7,55.044342044088864,41.566697219023645,-1.9489956867532439,0.3872867429913289
8,54.86168621868818,40.31432799399846,-2.541726566618407,1.6981690977979769
9,62.167389880253396,48.35923949779027,-2.045700229206542,0.769201270650303
10,60.2385180553847,45.791700394461095,-0.9574853804979653,0.3295093388271561
11,72.68581289124822,50.6384702414369,-1.9845559664870713,0.9628828637714588
12,68.29981199507708,52.34593582303279,8.882113641784516,-1.9638236584152264
13,61.98394062514954,39.358504930148065,14.324650481334828,-2.6202932181861454
14,75.64992067357186,50.72615640434452,-1.8937427736843844,-0.2675048442033003
15,59.16944168537971,42.58194331229681,1.384544013176233,0.3745021493763329
16,41.184711344335554,30.025714726755556,2.890389709666074,-0.5425100924941602
17,56.84483391081238,44.55021814406865,1.889204300599149,-0.9688954730865248
18,53.35121131526131,39.811324873576105,-1.2838512558671853,0.6221886409743889
19,53.41600348999154,36.245361366877496,-0.012537551155937673,0.2501939366588904
20,57.55198409877126,30.970764483951395,3.179653884488818,-0.2596205403216626
21,55.221003962396466,43.310445215247945,-6.623639781470458,5.737761995340489
22,50.579638733829796,36.49456934035772,3.441512827480192,-1.9602323985561085
23,57.58130413559178,41.68518535197729,-3.5010850362291968,1.5416429005860754
24,68.73571114643825,48.51815094203704,3.026379733129222,-0.09931856172413686
25,68.14557661089451,48.708695450434625,0.6994340849333963,-0.29385505208548934
26,62.03393281664404,37.25940839351171,-2.689564620800637,2.6962839996578607
27,54.301813226683265,39.16637490094656,0.5369419269573784,0.33861985905671405
28,56.5895155418593,41.18750018776411,0.10580990900736567,0.28273055163837685
29,55.602668692331434,38.981928553127126,4.260170868426022,-0.4781874749233921
30,59.23207853387373,44.36336046234721,-9.22841554119716,3.177314098672207
31,61.65181115948195,43.97492376864904,-0.4417402513404969,0.5756827239490613
32,41.10773580339534,27.70902744830602,1.0731321438095078,0.18073434842500022
33,60.05471720806591,46.02510327995771,-0.1202169028643636,0.4376129582592766
34,59.86104254962174,43.84104714305818,-0.25653543268464596,-0.0030207724156814456
35,61.02041690983009,48.81245132877714,2.6524429507499123,-0.724237679083554
36,68.10346837813081,46.991626182208,-0.8721506040527396,0.3204084306181607
37,55.2900986844749,41.62337749793418,-0.6886833714329028,1.1838561761927913
38,62.417179071999996,40.674643372611406,1.691215409718334,-0.1473572069800427
39,80.1622143203005,50.30504139854796,-1.2047260987623496,0.3654614321872424
40,60.21933186970591,41.2834198862409,-0.2729634499036703,0.6179134811565983
41,61.805217073893985,42.41782558306343,0.7514155900638017,-0.16202970270387354
42,51.55702386122857,38.26616714299673,5.025507246818157,-1.814668891105674
43,47.2130184019488,31.9813865214681,1.141905885605059,-0.18444403496199036
44,56.189312510141264,36.203979650149286,0.13128869784319555,0.8315035510242872
45,66.60988632617324,47.44383310676569,-1.1242633283239667,0.4568509225545025
46,52.35585451939714,33.898973788760976,2.636279158479098,-0.4729595211229354
47,58.1483368921033,40.49438671172613,0.6750849560819667,-0.12033803825120884
48,62.98692297268211,43.0779812723493,29.396549946994075,-25.19322146047414
49,58.10599482477477,40.347379007945,-7.931452614387689,3.5941216089723387
50,59.514073732948106,38.66284451396883,0.518230092769775,0.04915776974363198
51,46.4713099961143,34.171884563309824,3.972248789986983,-0.6318454145570487
52,58.323254811747006,39.796411195406854,-0.8076783177234014,-0.04582485596455272
53,56.87588177795287,37.975197413573206,3.7853923369830884,-1.3686692716673958
