n_neurons,output,mse_val_norm,mse_val,mse_test_norm,mse_test,val_rmse,val_std,a,b
5.0,3.0,0.01781309063706764,1089740.7183256578,0.020524504818455226,1255615.259722454,1009.4792236899366,995.148969624558,1.1111105917472366,-0.04227814213173472
5.0,4.0,0.01375312635782665,906936.1374884308,0.06195694939320619,4085688.957086542,933.9289824032954,912.2143983228087,-0.9986670802581206,1.1245446345151802
5.0,5.0,0.028047184187921397,139350.7786410752,0.012626329596345286,62733.17321827456,365.9865402810985,357.3464125763138,0.7758694612734329,0.12474452108575163
5.0,6.0,0.020053033435875674,3407455.5953206555,0.06083005908948965,10336377.572305879,1822.8744927699802,1801.6216712129258,1.0793465055111946,-0.04540855399307919
5.0,7.0,0.01513387921549787,202661391.08991343,0.011749867760199562,157345285.81011942,12747.868330684334,12590.24241912074,0.9461875492391705,0.023938500492497645
6.0,0.0,0.011810080431865825,113417324.34888014,0.007289545111426992,70004663.99334048,10550.670935611699,10491.899025127505,1.0005089735354349,0.006222944742202011
6.0,1.0,0.010158724062802089,990061714.0407811,0.007555385338746625,736342248.6800216,31126.73390926091,30789.460723577897,1.0217065409255666,-0.005883590786103718
6.0,2.0,0.01009599763619179,983948437.678968,0.007615089841912432,742160990.2991148,30999.026676099296,30660.787033934503,1.022445581152874,-0.006553056011375779
6.0,3.0,0.016815681276947287,1028722.7983012261,0.0189383910455258,1158582.5291879666,992.4171357381434,981.8411134435512,1.1890362285726366,-0.0745284290900359
6.0,4.0,0.00895800572417137,590726.7114871932,0.04015476866609526,2647965.9781934517,739.5204699753143,729.5016140453921,1.0386648124549474,-0.012570678646202572
6.0,5.0,0.028113968605321133,139682.59297625226,0.013681326627984419,67974.8635278195,366.1817109347626,357.08210033301566,0.8248066738451886,0.09510557246390872
6.0,6.0,0.017952700006229647,3050562.3168764305,0.04717989605787526,8016911.852361356,1711.4025360090475,1696.7196832900993,1.0446767572215405,-0.018467416497133852
6.0,7.0,0.007140140618600145,95615330.17886934,0.00851949655408147,114086614.96759832,9524.235428926266,9407.184894920709,1.0503232389239963,-0.0285421819032819
7.0,0.0,0.012305968477079496,118179552.93323769,0.006712913660166869,64467022.08275653,10734.872237542286,10688.25544859518,0.9588810626201142,0.021432029192750925
7.0,1.0,0.009931947004054403,967960177.5895497,0.006323530502929539,616286576.8268329,30780.44364435828,30595.562970803065,0.9888682603011826,0.005578418499690768
7.0,2.0,0.009881824244833762,963075240.5107046,0.006332003348649379,617112346.237734,30711.479424726258,30515.292175496874,0.9875294581568557,0.0056601261590985275
7.0,3.0,0.017372995620118598,1062817.2820329037,0.019533779420646116,1195006.2268199578,1006.034218659219,994.1577100532354,1.1307589043438557,-0.052633691760125896
7.0,4.0,0.010307713281207527,679731.8256072198,0.03683553435221555,2429082.4229968614,800.0169408397752,787.2186399479172,0.9808505913782726,0.013818787723407229
7.0,5.0,0.029253256700323256,145343.07845482853,0.013290130681511336,66031.2294903163,371.47410803149376,361.6872594583837,0.6436474333768023,0.1914283827819979
7.0,6.0,0.01691695847967682,2874566.8340131263,0.04964384563834901,8435591.570485251,1658.7456940306201,1641.4155856142854,1.0971220350057747,-0.04956661617168486
7.0,7.0,0.011067414297542467,148206391.99417275,0.009211978869845195,123359806.98988949,11443.699671058277,11273.267551827163,1.0802725041935524,-0.04592232395424064
8.0,0.0,0.011666643476014938,112039837.92183779,0.006467871050167167,62113771.71266258,10449.425513785996,10432.526802648055,0.9383439019129879,0.03210213360254175
8.0,1.0,0.009572113298417582,932891058.2526925,0.006045254691723006,589166023.7768579,30047.54500934053,29735.33483905693,0.9710993301250501,0.016936265063839263
8.0,2.0,0.009669286079458876,942361422.9320906,0.005871011312373706,572184400.7128954,30235.99505972606,29918.46126894642,0.9711217468961307,0.016679621184416595
8.0,3.0,0.015174596653961555,928327.1569302009,0.017006601551037462,1040402.5970491671,947.369193956663,936.3662417019186,1.0485150537561636,-0.01594276343841776
8.0,4.0,0.007921382675708483,522367.64099462284,0.03212249970380871,2118286.07561885,705.2299990759018,696.363320574526,1.116643487442894,-0.06218952280828672
8.0,5.0,0.02634469829217327,130892.077822476,0.013107269282082279,65122.69369871413,353.65264337176797,345.4920041756297,0.9974866541302746,0.004376681099920426
8.0,6.0,0.01596592638662581,2712965.3533034534,0.04197211724436932,7131994.559739772,1630.6707707474884,1614.028117231859,1.045143625872857,-0.01855439264260518
8.0,7.0,0.005176182017082581,69315491.2331842,0.004390236444006947,58790704.40258803,8317.848792087436,8264.357793469624,1.0320696441055763,-0.01619186115305591
9.0,0.0,0.012604395410970158,121045476.91518998,0.006797504199468757,65279381.8461878,10863.29167223774,10840.221824877517,0.9663551713113712,0.019951794583186664
9.0,1.0,0.009940219996851081,968766443.4877019,0.006370689012412463,620882610.6871732,30692.80414728146,30502.437371140262,0.9927490098161429,0.005584635524489843
9.0,2.0,0.010140386824077809,988274560.4179533,0.0065387528648980725,637261986.445294,30980.62074479572,30772.137217470794,0.9898652649459521,0.005691094460025513
9.0,3.0,0.015444282744399403,944825.5728433809,0.017715861569275126,1083792.5708320534,949.5198724963,935.7311467246698,1.1752373360073358,-0.0667161924588097
9.0,4.0,0.007679140697717974,506393.23766537674,0.03614263685754052,2383389.9941164604,697.2979353439198,680.9513326137028,1.0741849276429434,-0.04335140095926521
9.0,5.0,0.027495207316729036,136608.31446527044,0.013227901023412708,65722.0454212797,363.03852699577135,354.4628407969603,0.9781701291810061,0.014073322601366234
9.0,6.0,0.01741846850837899,2959784.5122090084,0.04829377259836239,8206184.150638962,1696.6664738656493,1679.8910519331407,1.030262513400833,-0.006838078938091911
9.0,7.0,0.008214438374652714,110001507.29229449,0.007199550921363846,96410906.77417043,9753.053831589361,9626.959710750572,1.0044952563666278,0.0005382530872246822
10.0,0.0,0.011648445898294295,111865079.14515601,0.006092934443440102,58513092.68366336,10472.104256438797,10432.155327762373,0.9679456706281084,0.02088107946127229
10.0,1.0,0.008820723072403933,859661117.745795,0.0051940524059127255,506208487.6956592,28981.57697693491,28779.036904450633,0.9969225361539279,0.006365870810138468
10.0,2.0,0.008747837142550997,852557718.7361883,0.0051408258478655095,501021063.8778878,28910.47156841887,28670.66263594371,0.997839224856512,0.005302138069422872
10.0,3.0,0.015353023387019151,939242.6578775591,0.01763059082522604,1078576.0192200914,948.7606011516975,935.5709159863654,1.1125352861827449,-0.04354579807112553
10.0,4.0,0.007095510755882997,467906.34695103747,0.03288269714109431,2168416.5267253616,674.1090845335843,659.1167930978708,1.1118126256345753,-0.0602084738132981
10.0,5.0,0.026488780476516104,131607.94122773036,0.012784705187389016,63520.052829996086,356.57877773448934,350.5967815696446,0.8948748653832932,0.05498759856381351
10.0,6.0,0.013717999990045396,2330992.7659664657,0.044774181949215376,7608127.598729433,1505.9558930249434,1489.6161962853269,1.1176047842313848,-0.055906426218998426
10.0,7.0,0.005805104574336721,77737542.55377959,0.005187268563847086,69463951.58973572,8787.092494367775,8661.899851364438,1.0543625566572592,-0.02918689240697569
11.0,0.0,0.0114961775531936,110402780.50961736,0.006506540747176054,62485133.188788906,10389.811687690471,10366.956667254857,0.9493131682094736,0.027301609797317803
11.0,1.0,0.008972453671868295,874448665.7212636,0.005858523210607299,570967319.26211,29058.4209840321,28943.012580469964,0.9838382202040405,0.010038528938638193
11.0,2.0,0.008906425977301496,868013645.1954694,0.005893569617204007,574382911.5956185,28915.7333180782,28802.977224499773,0.9853551044088977,0.010398661191222035
11.0,3.0,0.014905218771688874,911847.5851069511,0.01600230495219521,978963.36477906,931.6425995557069,915.5573606161415,1.1180268543766656,-0.042146301930741974
11.0,4.0,0.007172972484873446,473014.48298029695,0.032939256161043484,2172146.260358364,672.7609925549416,659.7006401462082,1.087510314078808,-0.045114139513269085
11.0,5.0,0.02689234850253108,133613.04569940333,0.013356880345031975,66362.87139203612,358.86315933475623,353.7343253977184,0.8112674342112097,0.10134068178663874
11.0,6.0,0.013049669158311336,2217428.5037065363,0.039114253389342324,6646380.041582189,1465.632357985515,1443.886418517314,1.0980263592443253,-0.04209320197540778
11.0,7.0,0.005451565273235247,73003215.14017451,0.004340445900511802,58123947.36483903,8510.216099850193,8392.79529724843,1.0341821728169371,-0.01931200827966971
12.0,0.0,0.011965331777457185,114908271.4575122,0.006208216677089699,59620197.225353695,10617.379362599022,10570.64827607281,0.9676370025676373,0.021731996093010218
12.0,1.0,0.009354922131986573,911723773.082031,0.006093756477280897,593892979.9893856,29814.496825439623,29721.66884855908,0.992735556090165,0.006774991313412768
12.0,2.0,0.009138059098791618,890588464.5110183,0.005777820961661957,563102132.4375398,29468.267920631537,29388.23696404894,0.9999360228390587,0.0035744487287263575
12.0,3.0,0.016123861557101753,986399.761020826,0.0177198690340182,1084037.7358143735,971.3743087246472,965.674139939863,1.1878109719097085,-0.07196206873539858
12.0,4.0,0.0074519929223314085,491414.21104981535,0.03440700642314846,2268935.5920396624,695.8308194264914,674.5327157014849,1.148863792012984,-0.08250309085677678
12.0,5.0,0.0254346032384342,126370.3245757133,0.012643120193566362,62816.59618073824,349.57021439837786,343.1446967130144,1.0062857500211093,0.00039663998621781993
12.0,6.0,0.013663959508736345,2321810.0895969323,0.044251808408705136,7519364.745559386,1512.0090714990433,1501.8347276070044,1.143744389915039,-0.06843130258724836
12.0,7.0,0.00622664886044692,83382544.71886668,0.004811267824485469,64428837.084915236,9018.66637137699,8910.242636593079,1.0341727156942369,-0.017025217655441034
13.0,0.0,0.011702924572493103,112388262.11415932,0.006392266129030218,61387705.292772345,10434.870698919443,10376.540819858606,0.9680451667976091,0.021729133601790445
13.0,1.0,0.009079816860394484,884912209.3380271,0.005827335082640329,567927748.059009,29290.32029281937,29226.198378544523,0.9852117141067331,0.010471011776160244
13.0,2.0,0.009009824574902103,878090826.4124883,0.005935446969037066,578464243.3459536,29154.371091574874,29083.54829572067,0.9852050864887566,0.011105288339714223
13.0,3.0,0.014918873822919664,912682.9458034263,0.01697694043463671,1038588.0376476191,929.4909200499327,918.31062669764,1.1247573231384314,-0.04484029198794946
13.0,4.0,0.007102130197332475,468342.86301411275,0.031442166915690684,2073422.2021277787,679.5977107035568,660.732528496937,1.1422272735850298,-0.08122052980191768
13.0,5.0,0.026994771267652193,134121.92709862135,0.01327625291291199,65962.27886491247,359.9203904192269,353.4818061204624,0.8902234788515239,0.060991282684753394
13.0,6.0,0.013063417802539088,2219764.7055042745,0.040304154473589496,6848570.666638695,1465.5039958337502,1453.82987384416,1.1011515298396162,-0.047892414114409275
13.0,7.0,0.005194945171975416,69566754.53997606,0.0038877947489461993,52062387.59949205,8288.024502811946,8243.96794114024,1.0080473221954958,-0.007592205092756814
14.0,0.0,0.01108495455740022,106453627.21816659,0.006091432258548377,58498667.040692374,10161.326817488376,10146.105615292825,0.9636911921184974,0.018933212106384312
14.0,1.0,0.008818119143117876,859407349.6244144,0.005334474559381607,519893929.02610546,28812.960051596998,28667.76995305605,0.9945656650067297,0.006971561765226727
14.0,2.0,0.008720416371274806,849885309.0728424,0.00534142047913371,520570868.93725425,28617.716752206998,28464.21077823013,0.9980829119685402,0.005446939287064121
14.0,3.0,0.0141688901843334,866801.6560502084,0.016512382770541647,1010168.0712838207,910.5238911319236,897.3036754563867,1.1072107052767797,-0.04356869478239183
14.0,4.0,0.007203322019011466,475015.85429169086,0.03293519174578905,2171878.241426392,683.7428758765077,667.1092552099622,1.0331947785361295,-0.017556127038984837
14.0,5.0,0.02655946971212177,131959.1564598693,0.012756495446458108,63379.894672619885,357.4717951961719,351.0245612627132,0.8447038156825638,0.0900705222818281
14.0,6.0,0.012825330842071566,2179308.457254148,0.040488151589467856,6879835.874637851,1459.713451219574,1433.2869562733065,1.0420360023759834,-0.022955200637883887
14.0,7.0,0.005670556024853269,75935771.85128821,0.004331583687914621,58005270.66740447,8608.425787217497,8577.927942308814,1.0504257801886212,-0.025931582608507402
15.0,0.0,0.011811618544972324,113432097.1106726,0.0061596783308129925,59154063.08942463,10497.869568219929,10492.706901273656,0.9501439181612046,0.026755379403486972
15.0,1.0,0.009073859489680118,884331606.5811423,0.006058413026292944,590448435.1027596,29211.537654138698,28970.574590617984,0.9992536175846554,-0.000124242966134721
15.0,2.0,0.009134399934203792,890231848.9560077,0.005671213118579332,552712223.2767407,29306.898377378693,29040.997680140335,0.9991831301709828,0.0007895826704682348
15.0,3.0,0.015073674152455481,922153.0766739114,0.016366760466201745,1001259.4243955837,936.9164715650281,927.5883333967447,1.1164217443266877,-0.04151648326119258
15.0,4.0,0.006872974085424607,453231.3873269755,0.03082414677585945,2032667.481642813,665.5985015966518,648.5406830012323,1.0940882960806193,-0.051757512096186724
15.0,5.0,0.02759620265534278,137110.1028375205,0.012475805154547638,61985.30158377835,362.90744289325295,354.86228238286736,0.8024559497152883,0.10726202515833913
15.0,6.0,0.013329628620553109,2264999.823696943,0.03842123470975915,6528620.825586576,1484.0453478104982,1464.9966378926301,1.009917142911758,0.0037298535638718585
15.0,7.0,0.0053823891403910135,72076860.14303218,0.003976108634399935,53245019.64478561,8391.707221320223,8350.735653590807,1.0218325145173703,-0.01663480821524423
16.0,0.0,0.011780936266508389,113137441.91108969,0.006690360279635926,64250432.273051515,10516.080263643069,10476.360269123245,0.9613842433942623,0.02424790743281504
16.0,1.0,0.008803418762837967,857974652.634346,0.006172428958543893,601560347.1209699,28882.82978911533,28744.125341362764,0.9900259910927268,0.008897954014046378
16.0,2.0,0.009095883993413609,886478106.5556968,0.006130205428402847,597445256.1834086,29365.612893199363,29207.236796893827,0.9872929940711886,0.00993564534642048
16.0,3.0,0.01557829867862938,953024.1848604651,0.017096338946071835,1045892.4107510995,950.6634907737181,940.0106277039314,1.0361361308361725,-0.009550182368419086
16.0,4.0,0.007662098317176368,505269.3924479573,0.031321543398781376,2065467.8144367533,699.7855284234017,691.8185903429559,1.0970415849741633,-0.05794514191341157
16.0,5.0,0.02751925436134906,136727.79003092594,0.013689255320502587,68014.25677115451,365.08169163044687,358.5703884886304,0.7581492822574262,0.135008762255197
16.0,6.0,0.015325283586168253,2604105.9223777405,0.041459299500697794,7044855.491906301,1571.9167320041597,1556.9307239098598,0.9913620321962642,0.009277291181739195
16.0,7.0,0.005356246600781139,71726778.20559955,0.004214473390371671,56437020.53310802,8412.84874968915,8363.082293600664,1.059309582220692,-0.029658930423327262
17.0,0.0,0.011545133339282098,110872922.5356078,0.006397317766702833,61436217.845548265,10402.432512938847,10381.741289893076,0.9541282766858769,0.024251782394062466
17.0,1.0,0.009112178297421069,888066140.5918424,0.005570138506967751,542861560.4347732,29385.151141874358,29258.267021991152,0.9846289826961263,0.007472314524137963
17.0,2.0,0.009034610517083246,880506438.9690294,0.005555170113668382,541402748.722362,29296.375688144748,29168.201847867622,0.9904671325376019,0.004541656018054978
17.0,3.0,0.01503885949415485,920023.245970186,0.016743216921647642,1024289.6724176006,941.0624476828341,931.1331337220921,1.1051946449579575,-0.04321344479676508
17.0,4.0,0.006549649283203956,431910.0554936796,0.029249793825732902,1928848.366471645,647.6553459033372,636.1881867177422,1.03469229099813,-0.01592532116717426
17.0,5.0,0.027271757640883933,135498.11718978637,0.013299880418071865,66079.67091406303,361.2921475852565,352.723623366643,0.9158083091520981,0.056494723936526124
17.0,6.0,0.012568836129541686,2135724.3022706574,0.03799035719408591,6455405.1633411255,1432.454071557528,1417.6615525921513,1.076360924772858,-0.034126122782432065
17.0,7.0,0.006677724009611814,89422998.82182503,0.0047831638175017425,64052488.674980916,9419.979376722766,9306.275295121939,1.0119311043462214,-0.007648102304727472
18.0,0.0,0.011421628030287312,109686849.28617865,0.006377817151656369,61248944.80740153,10333.170243073706,10282.590690924422,0.9636055545029565,0.02097628371828696
18.0,1.0,0.009501820063930834,926040323.1465988,0.005626053486656428,548310996.758158,30027.508566894947,29931.792514834233,0.9705244953231765,0.014419581794916925
18.0,2.0,0.0092648093845601,902941438.2945924,0.005766129053526882,561962648.2446239,29622.082562074393,29532.702995072712,0.9771060552969983,0.011108024395952596
18.0,3.0,0.01479640821776196,905190.9455915194,0.016369866791656307,1001449.4643599691,933.6789119955882,919.6668767829904,1.019967335444164,-0.0037490911253204723
18.0,4.0,0.006473324117543037,426876.86973101634,0.032715836591873756,2157413.0906969253,641.1899683233945,631.1537319346531,1.11453922237278,-0.06098960453888633
18.0,5.0,0.0255335245586665,126861.80943722106,0.012315730668931655,61189.98089476911,350.59573977943484,343.94768845339763,0.9606637606963271,0.028225392710599664
18.0,6.0,0.015328354901453605,2604627.8039203226,0.03975081986883989,6754546.813616824,1602.2103388647859,1587.310707547803,1.0079218690308267,0.0014004573134921488
18.0,7.0,0.005175191025141549,69302219.6854144,0.0035344618609017284,47330823.14055127,8272.004553979199,8238.022611864206,1.0095306057512312,-0.00440194829763253
19.0,0.0,0.011658280211073672,111959521.99348862,0.006134296964949941,58910314.88556966,10456.740250168512,10423.54525187872,0.927874710620084,0.035506496106390374
19.0,1.0,0.00905817964221613,882803449.35671,0.005482345232555877,534305299.17920613,29341.924807376385,29265.8203286855,0.9654078457709356,0.018435888461026062
19.0,2.0,0.009403595810091776,916467466.6969591,0.005710756509490926,556566083.8273083,29881.39986900697,29768.859057075875,0.9577515169956363,0.021242903996574736
19.0,3.0,0.01429762900132683,874677.4307332382,0.01625269299044066,994281.1945415675,915.0017479937796,906.371139332813,1.0512631708528026,-0.017810809245640755
19.0,4.0,0.006363799736489542,419654.4016225147,0.030173214081279584,1989742.3845848804,639.726619760802,621.0842919577589,1.0918092721210764,-0.0486667806438472
19.0,5.0,0.024915738655558003,123792.37662682566,0.013119580322530994,65183.86035128207,345.8667507004329,338.5180489820427,0.9562242540011647,0.02863620876481921
19.0,6.0,0.01223178618410771,2078452.041230809,0.03992436288878427,6784035.6732408535,1428.520693167803,1414.0268924261986,1.1123677115796342,-0.05644624160118182
19.0,7.0,0.005472865002620833,73288444.5271715,0.003784555787667282,50679888.915294565,8464.12597811005,8319.75459391383,1.0110894352995465,-0.0048481974801145985
20.0,0.0,0.011742726099477085,112770493.37880658,0.006327842314310975,60769014.57030118,10508.012890523722,10486.675548797268,0.9386454795760765,0.031135349816316472
20.0,1.0,0.008915397088416464,868887984.7461588,0.005421546450831881,528379880.2646949,29140.42887192749,28952.006708560253,0.981858102161549,0.013245248176585324
20.0,2.0,0.009004005020816752,877523657.2781198,0.0054370313607355735,529889035.6820451,29262.716865619084,29067.754271687154,0.9799019761691079,0.013036437365937573
20.0,3.0,0.014094202521106587,862232.5367755208,0.015866353624028783,970646.3467161735,904.9546169443784,897.6050772367646,1.0993714920876343,-0.0348863308468966
20.0,4.0,0.0067903686659002175,447784.05901840393,0.031011440309591458,2045018.367438506,657.0581771861026,643.0324386290044,1.0749356619476733,-0.03717353907168475
20.0,5.0,0.025684917826804765,127613.99764007906,0.013224913072232874,65707.19961021366,349.9118758797865,343.5083067563112,0.9053976898086982,0.058520970737821164
20.0,6.0,0.012842713455608716,2182262.138461239,0.03851385608999025,6544359.272725901,1434.2881714141681,1414.158980256522,1.0080951786981707,0.00405135193376635
20.0,7.0,0.004924152732266615,65940505.47252021,0.003481118156928139,46616484.67639745,8058.810903600583,7982.99986637813,1.0079507292388195,-0.007007426838062756
21.0,0.0,0.011493641880069962,110378429.48739965,0.0057360520524394176,55085795.76207004,10382.435599312366,10354.098565099399,0.9515275778719638,0.02736189449293823
21.0,1.0,0.00905099252332658,882102999.9142025,0.00510209700238057,497246589.0088977,29373.168497142284,29308.378450214692,0.9855860041643412,0.010113328762274382
21.0,2.0,0.008920639938512904,869398951.899517,0.005232717989588652,509976815.00614357,29079.51842463249,28989.22891828307,0.984664288970328,0.010962974751230738
21.0,3.0,0.014009783839392331,857068.1083622295,0.01624931808873066,994074.7308112103,906.4040141792775,897.1005623116339,1.080271606777275,-0.034858814697033697
21.0,4.0,0.006587584734034875,434411.67138627527,0.031964209632955244,2107847.7900102953,649.2172307794227,632.4374255810981,1.076908831134696,-0.041100545816986744
21.0,5.0,0.02646052290701269,131467.54576273996,0.012879054642704085,63988.822692768386,356.4661765727873,349.4209482613141,0.8352266379994808,0.08699005693082235
21.0,6.0,0.011513460171918,1956392.5039108053,0.03765686155881796,6398736.816740986,1368.2672875590777,1354.778987233663,1.123015049596899,-0.06183370081360652
21.0,7.0,0.0050438044677404235,67542791.48157503,0.004336356391608477,58069183.80184155,8160.060170625231,8110.545311854856,1.0059167332708943,-0.0072480442915005905
22.0,0.0,0.011171289091853468,107282735.9241284,0.006041843012961456,58022439.36398741,10218.848837301226,10175.024269653884,0.9664311243212584,0.024412872541535093
22.0,1.0,0.00876352070130936,854086234.4733083,0.005864325602321107,571532811.6169068,28657.327055776957,28529.652756600768,0.9867155469496538,0.0144387461582513
22.0,2.0,0.00862243251247389,840335867.668562,0.005883888476118056,573439408.7135184,28408.380037673567,28302.794370645133,0.9898931653925811,0.012012852517040318
22.0,3.0,0.01391915988185329,851524.0513395593,0.016394287602332778,1002943.4256603101,906.2205339359137,899.0715108352092,1.09610434928504,-0.04068377302186811
22.0,4.0,0.006318564561923104,416671.4081105019,0.030118334384147384,1986123.3934653904,636.1885617524862,628.5698373790999,1.0745184821812686,-0.038258190345462094
22.0,5.0,0.026809364384128013,133200.74403977697,0.013279309571015294,65977.46555297798,358.8328676342233,353.11167737138317,0.8045715711842983,0.1074631722916525
22.0,6.0,0.012290478382792895,2088425.1400326458,0.03858148160168391,6555850.380156022,1427.251673675054,1404.905852492145,1.1265215484483222,-0.06440961801384297
22.0,7.0,0.004831604195939623,64701167.66201379,0.003187969052761555,42690852.3898149,7999.505687988291,7941.027886047993,1.0316174227317743,-0.013741442293819474
23.0,0.0,0.011267838541739645,108209942.41487685,0.006102840590207812,58608225.599512696,10269.443198463536,10248.796980335112,0.9562708197955132,0.02385890109470359
23.0,1.0,0.009083238869260851,885245719.0147913,0.005428998698756782,529106178.10089433,29346.240760175293,29206.304902360094,0.9843405975412937,0.01028355910096958
23.0,2.0,0.009117783840787876,888612447.6906393,0.005362345490075172,522610204.49136215,29421.63876929015,29304.287409664936,0.9802066839018617,0.011866746515738814
23.0,3.0,0.014061565511984,860235.9235034462,0.01572113909169888,961762.6276141229,909.2708355880385,900.9932698900848,1.0484447034420774,-0.01570598292397098
