 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 4596.31 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 4596.31 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 4596.31 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 4596.31 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1   2               0
2018                                                                             8400.   8400.   8128. 
2019     8139.   8400.   8400.   8400.   8400.   8400.   8400.   8400.  11122.  11126.  11122.  11122. 
2020    11126.  11125.  11126.  11122.  11122.  11125.  11129.  11126.  11125.  11126.  11122.  11126. 
2021    11122.  11124.  11129.  11122.  11122.  11125.  11129.  11126.  11125.  11126.  11122.  11122. 
2022    11122.  11128.  11126.  11122.  11126.  11125.  11126.  11129.  12875.  12856.  12853.  12901. 

2018                                                                             5754.   5749.   3750. 
2019     3759.   5565.   5566.   5565.   5565.   5566.   5565.   5565.   6683.   6688.   6683.   6684. 
2020     6688.   6687.   6688.   6683.   6684.   6688.   6693.   6688.   6688.   6688.   6683.   6688. 
2021     6684.   6686.   6693.   6683.   6684.   6688.   6693.   6688.   6688.   6688.   6683.   6684. 
2022     6684.   6691.   6688.   6683.   6688.   6688.   6688.   6693.   7188.   7184.   7183.   7193. 
   1  11               0
2018                                                                             4000.   4000.   4000. 
2019     4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000. 
2020     4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000. 
