MAX MIN 1 GE Simp 4,MIN MAX 1 GE Simp 4,Month of Data Escala de Tempo 1 GE Simp 4,Data Escala de Tempo 1 GE Simp 4,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
12/6/2015 12:00:00 AM,11/26/2015 12:00:00 AM,December 2015,12/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.41156129
11/6/2015 12:00:00 AM,10/27/2015 12:00:00 AM,November 2015,11/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.39556909
10/6/2015 12:00:00 AM,9/26/2015 12:00:00 AM,October 2015,10/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.44518889
9/6/2015 12:00:00 AM,8/27/2015 12:00:00 AM,September 2015,9/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.38373597
8/6/2015 12:00:00 AM,7/27/2015 12:00:00 AM,August 2015,8/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.38937227
7/6/2015 12:00:00 AM,6/26/2015 12:00:00 AM,July 2015,7/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.28142711
6/6/2015 12:00:00 AM,5/27/2015 12:00:00 AM,June 2015,6/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.30261016
5/6/2015 12:00:00 AM,4/26/2015 12:00:00 AM,May 2015,5/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.27687715
4/6/2015 12:00:00 AM,3/27/2015 12:00:00 AM,April 2015,4/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.3643447
3/6/2015 12:00:00 AM,2/24/2015 12:00:00 AM,March 2015,3/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.3569036
2/6/2015 12:00:00 AM,1/27/2015 12:00:00 AM,February 2015,2/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.4122168
1/6/2015 12:00:00 AM,12/27/2014 12:00:00 AM,January 2015,1/1/2015 12:00:00 AM,*,Sudeste/Centro-Oeste,Solar,*,2,0.49121208
